Vendor,"GRAPHTEC Corporation"
Model,"GL240"
Version,"Ver1.51  "
MaxChannel,10
WLStartCH,10
MaxLogicChannel,4
Logic/Pulse,Off,Off
TempUnit,C
Sampling interval,500ms
Total data points,6773      
Trigger,0         
Start time,2021-04-23,16:30:34
End time,2021-04-23,17:27:01
Trigger time,2021-04-23,16:30:34
AMP settings
CH,Signal name,Amp,Input,Range,Temperature Range,Filter,Span,,Unit,Color,,,Line Width
CH1," CH 1","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],28,5,6,0
CH2," CH 2","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],0,13,23,0
CH3," CH 3","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],9,22,8,0
CH4," CH 4","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],21,0,21,0
Calc settings
CH,Left term,Operator,Right term,Scaling,Span,,Unit
Data
Number,Date&Time,ms,CH1,CH2,CH3,CH4,Alarm1-10,AlarmOut
       222,2021/04/23 16:32:24,500,+  52.1,+  18.5,+  18.6,+  18.5,LLLLLLLLLL,LLLL
       223,2021/04/23 16:32:25,  0,+  51.7,+  18.5,+  18.7,+  18.5,LLLLLLLLLL,LLLL
       224,2021/04/23 16:32:25,500,+  51.4,+  18.5,+  18.7,+  18.5,LLLLLLLLLL,LLLL
       225,2021/04/23 16:32:26,  0,+  51.1,+  18.6,+  18.7,+  18.6,LLLLLLLLLL,LLLL
       226,2021/04/23 16:32:26,500,+  50.8,+  18.6,+  18.7,+  18.5,LLLLLLLLLL,LLLL
       227,2021/04/23 16:32:27,  0,+  50.5,+  18.6,+  18.7,+  18.6,LLLLLLLLLL,LLLL
       228,2021/04/23 16:32:27,500,+  50.2,+  18.6,+  18.7,+  18.5,LLLLLLLLLL,LLLL
       229,2021/04/23 16:32:28,  0,+  49.9,+  18.6,+  18.7,+  18.5,LLLLLLLLLL,LLLL
       230,2021/04/23 16:32:28,500,+  49.6,+  18.6,+  18.7,+  18.5,LLLLLLLLLL,LLLL
       231,2021/04/23 16:32:29,  0,+  49.3,+  18.5,+  18.7,+  18.6,LLLLLLLLLL,LLLL
       232,2021/04/23 16:32:29,500,+  49.1,+  18.5,+  18.7,+  18.5,LLLLLLLLLL,LLLL
       233,2021/04/23 16:32:30,  0,+  48.9,+  18.6,+  18.7,+  18.6,LLLLLLLLLL,LLLL
       234,2021/04/23 16:32:30,500,+  48.5,+  18.6,+  18.7,+  18.5,LLLLLLLLLL,LLLL
       235,2021/04/23 16:32:31,  0,+  48.3,+  18.7,+  18.7,+  18.6,LLLLLLLLLL,LLLL
       236,2021/04/23 16:32:31,500,+  48.1,+  18.6,+  18.7,+  18.6,LLLLLLLLLL,LLLL
       237,2021/04/23 16:32:32,  0,+  47.8,+  18.6,+  18.7,+  18.6,LLLLLLLLLL,LLLL
       238,2021/04/23 16:32:32,500,+  49.5,+  18.5,+  18.7,+  18.5,LLLLLLLLLL,LLLL
       239,2021/04/23 16:32:33,  0,+  51.5,+  18.5,+  18.7,+  18.5,LLLLLLLLLL,LLLL
       240,2021/04/23 16:32:33,500,+  53.1,+  18.5,+  18.7,+  18.5,LLLLLLLLLL,LLLL
       241,2021/04/23 16:32:34,  0,+  54.7,+  18.5,+  18.6,+  18.5,LLLLLLLLLL,LLLL
       242,2021/04/23 16:32:34,500,+  54.5,+  18.5,+  18.5,+  18.5,LLLLLLLLLL,LLLL
       243,2021/04/23 16:32:35,  0,+  53.5,+  18.5,+  18.6,+  18.4,LLLLLLLLLL,LLLL
       244,2021/04/23 16:32:35,500,+  52.9,+  18.5,+  18.7,+  18.5,LLLLLLLLLL,LLLL
       245,2021/04/23 16:32:36,  0,+  52.5,+  18.5,+  18.7,+  18.5,LLLLLLLLLL,LLLL
       246,2021/04/23 16:32:36,500,+  52.1,+  18.5,+  18.7,+  18.6,LLLLLLLLLL,LLLL
       247,2021/04/23 16:32:37,  0,+  51.7,+  18.6,+  18.7,+  18.5,LLLLLLLLLL,LLLL
       248,2021/04/23 16:32:37,500,+  51.4,+  18.6,+  18.7,+  18.5,LLLLLLLLLL,LLLL
       249,2021/04/23 16:32:38,  0,+  51.1,+  18.5,+  18.7,+  18.5,LLLLLLLLLL,LLLL
       250,2021/04/23 16:32:38,500,+  50.8,+  18.5,+  18.7,+  18.6,LLLLLLLLLL,LLLL
       251,2021/04/23 16:32:39,  0,+  50.5,+  18.6,+  18.7,+  18.6,LLLLLLLLLL,LLLL
       252,2021/04/23 16:32:39,500,+  50.2,+  18.5,+  18.7,+  18.6,LLLLLLLLLL,LLLL
       253,2021/04/23 16:32:40,  0,+  50.0,+  18.5,+  18.7,+  18.6,LLLLLLLLLL,LLLL
       254,2021/04/23 16:32:40,500,+  49.7,+  18.6,+  18.7,+  18.6,LLLLLLLLLL,LLLL
       255,2021/04/23 16:32:41,  0,+  49.4,+  18.6,+  18.7,+  18.5,LLLLLLLLLL,LLLL
       256,2021/04/23 16:32:41,500,+  49.2,+  18.6,+  18.7,+  18.5,LLLLLLLLLL,LLLL
       257,2021/04/23 16:32:42,  0,+  48.9,+  18.5,+  18.7,+  18.6,LLLLLLLLLL,LLLL
       258,2021/04/23 16:32:42,500,+  48.6,+  18.6,+  18.7,+  18.5,LLLLLLLLLL,LLLL
       259,2021/04/23 16:32:43,  0,+  48.4,+  18.6,+  18.7,+  18.5,LLLLLLLLLL,LLLL
       260,2021/04/23 16:32:43,500,+  48.2,+  18.5,+  18.7,+  18.6,LLLLLLLLLL,LLLL
       261,2021/04/23 16:32:44,  0,+  47.9,+  18.5,+  18.7,+  18.5,LLLLLLLLLL,LLLL
       262,2021/04/23 16:32:44,500,+  49.4,+  18.6,+  18.7,+  18.5,LLLLLLLLLL,LLLL
       263,2021/04/23 16:32:45,  0,+  51.2,+  18.6,+  18.7,+  18.6,LLLLLLLLLL,LLLL
       264,2021/04/23 16:32:45,500,+  53.0,+  18.5,+  18.6,+  18.5,LLLLLLLLLL,LLLL
       265,2021/04/23 16:32:46,  0,+  54.5,+  18.5,+  18.6,+  18.5,LLLLLLLLLL,LLLL
       266,2021/04/23 16:32:46,500,+  55.5,+  18.4,+  18.6,+  18.5,LLLLLLLLLL,LLLL
       267,2021/04/23 16:32:47,  0,+  54.4,+  18.5,+  18.5,+  18.5,LLLLLLLLLL,LLLL
       268,2021/04/23 16:32:47,500,+  53.6,+  18.5,+  18.5,+  18.5,LLLLLLLLLL,LLLL
       269,2021/04/23 16:32:48,  0,+  53.1,+  18.5,+  18.7,+  18.5,LLLLLLLLLL,LLLL
       270,2021/04/23 16:32:48,500,+  52.6,+  18.5,+  18.6,+  18.6,LLLLLLLLLL,LLLL
       271,2021/04/23 16:32:49,  0,+  52.4,+  18.6,+  18.7,+  18.5,LLLLLLLLLL,LLLL
       272,2021/04/23 16:32:49,500,+  52.1,+  18.5,+  18.7,+  18.6,LLLLLLLLLL,LLLL
       273,2021/04/23 16:32:50,  0,+  51.7,+  18.6,+  18.7,+  18.6,LLLLLLLLLL,LLLL
       274,2021/04/23 16:32:50,500,+  51.3,+  18.6,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       275,2021/04/23 16:32:51,  0,+  51.1,+  18.6,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       276,2021/04/23 16:32:51,500,+  50.8,+  18.6,+  18.7,+  18.6,LLLLLLLLLL,LLLL
       277,2021/04/23 16:32:52,  0,+  50.6,+  18.5,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       278,2021/04/23 16:32:52,500,+  50.3,+  18.6,+  18.7,+  18.6,LLLLLLLLLL,LLLL
       279,2021/04/23 16:32:53,  0,+  50.1,+  18.5,+  18.7,+  18.6,LLLLLLLLLL,LLLL
       280,2021/04/23 16:32:53,500,+  49.8,+  18.5,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       281,2021/04/23 16:32:54,  0,+  49.5,+  18.5,+  18.7,+  18.6,LLLLLLLLLL,LLLL
       282,2021/04/23 16:32:54,500,+  49.2,+  18.5,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       283,2021/04/23 16:32:55,  0,+  49.0,+  18.5,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       284,2021/04/23 16:32:55,500,+  48.8,+  18.6,+  18.7,+  18.6,LLLLLLLLLL,LLLL
       285,2021/04/23 16:32:56,  0,+  48.5,+  18.6,+  18.7,+  18.6,LLLLLLLLLL,LLLL
       286,2021/04/23 16:32:56,500,+  50.3,+  18.6,+  18.7,+  18.5,LLLLLLLLLL,LLLL
       287,2021/04/23 16:32:57,  0,+  52.3,+  18.6,+  18.7,+  18.6,LLLLLLLLLL,LLLL
       288,2021/04/23 16:32:57,500,+  54.0,+  18.5,+  18.6,+  18.6,LLLLLLLLLL,LLLL
       289,2021/04/23 16:32:58,  0,+  54.5,+  18.5,+  18.6,+  18.5,LLLLLLLLLL,LLLL
       290,2021/04/23 16:32:58,500,+  53.5,+  18.5,+  18.6,+  18.5,LLLLLLLLLL,LLLL
       291,2021/04/23 16:32:59,  0,+  52.8,+  18.7,+  18.7,+  18.6,LLLLLLLLLL,LLLL
       292,2021/04/23 16:32:59,500,+  52.4,+  18.6,+  18.7,+  18.5,LLLLLLLLLL,LLLL
       293,2021/04/23 16:33:00,  0,+  51.9,+  18.6,+  18.7,+  18.6,LLLLLLLLLL,LLLL
       294,2021/04/23 16:33:00,500,+  51.6,+  18.7,+  18.7,+  18.6,LLLLLLLLLL,LLLL
       295,2021/04/23 16:33:01,  0,+  51.4,+  18.7,+  18.7,+  18.6,LLLLLLLLLL,LLLL
       296,2021/04/23 16:33:01,500,+  51.1,+  18.7,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       297,2021/04/23 16:33:02,  0,+  50.8,+  18.7,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       298,2021/04/23 16:33:02,500,+  50.5,+  18.7,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       299,2021/04/23 16:33:03,  0,+  50.2,+  18.7,+  18.7,+  18.6,LLLLLLLLLL,LLLL
       300,2021/04/23 16:33:03,500,+  50.0,+  18.7,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       301,2021/04/23 16:33:04,  0,+  49.8,+  18.7,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       302,2021/04/23 16:33:04,500,+  49.5,+  18.7,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       303,2021/04/23 16:33:05,  0,+  49.2,+  18.7,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       304,2021/04/23 16:33:05,500,+  49.0,+  18.7,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       305,2021/04/23 16:33:06,  0,+  48.7,+  18.7,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       306,2021/04/23 16:33:06,500,+  48.5,+  18.7,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       307,2021/04/23 16:33:07,  0,+  48.3,+  18.7,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       308,2021/04/23 16:33:07,500,+  48.1,+  18.7,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       309,2021/04/23 16:33:08,  0,+  47.9,+  18.7,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       310,2021/04/23 16:33:08,500,+  47.6,+  18.7,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       311,2021/04/23 16:33:09,  0,+  48.7,+  18.7,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       312,2021/04/23 16:33:09,500,+  50.8,+  18.7,+  18.6,+  18.6,LLLLLLLLLL,LLLL
       313,2021/04/23 16:33:10,  0,+  52.7,+  18.6,+  18.7,+  18.6,LLLLLLLLLL,LLLL
       314,2021/04/23 16:33:10,500,+  54.2,+  18.5,+  18.6,+  18.3,LLLLLLLLLL,LLLL
       315,2021/04/23 16:33:11,  0,+  54.1,+  18.5,+  18.6,+  18.6,LLLLLLLLLL,LLLL
       316,2021/04/23 16:33:11,500,+  53.2,+  18.6,+  18.6,+  18.6,LLLLLLLLLL,LLLL
       317,2021/04/23 16:33:12,  0,+  52.5,+  18.6,+  18.6,+  18.6,LLLLLLLLLL,LLLL
       318,2021/04/23 16:33:12,500,+  52.1,+  18.6,+  18.7,+  18.6,LLLLLLLLLL,LLLL
       319,2021/04/23 16:33:13,  0,+  51.8,+  18.7,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       320,2021/04/23 16:33:13,500,+  51.5,+  18.7,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       321,2021/04/23 16:33:14,  0,+  51.2,+  18.7,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       322,2021/04/23 16:33:14,500,+  51.0,+  18.7,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       323,2021/04/23 16:33:15,  0,+  50.7,+  18.7,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       324,2021/04/23 16:33:15,500,+  50.4,+  18.7,+  18.7,+  18.6,LLLLLLLLLL,LLLL
       325,2021/04/23 16:33:16,  0,+  50.1,+  18.7,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       326,2021/04/23 16:33:16,500,+  49.9,+  18.7,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       327,2021/04/23 16:33:17,  0,+  49.6,+  18.6,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       328,2021/04/23 16:33:17,500,+  49.4,+  18.6,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       329,2021/04/23 16:33:18,  0,+  49.2,+  18.6,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       330,2021/04/23 16:33:18,500,+  49.0,+  18.6,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       331,2021/04/23 16:33:19,  0,+  48.7,+  18.6,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       332,2021/04/23 16:33:19,500,+  48.5,+  18.6,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       333,2021/04/23 16:33:20,  0,+  48.2,+  18.6,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       334,2021/04/23 16:33:20,500,+  48.1,+  18.6,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       335,2021/04/23 16:33:21,  0,+  47.9,+  18.6,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       336,2021/04/23 16:33:21,500,+  47.6,+  18.5,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       337,2021/04/23 16:33:22,  0,+  48.9,+  18.6,+  18.7,+  18.6,LLLLLLLLLL,LLLL
       338,2021/04/23 16:33:22,500,+  51.1,+  18.5,+  18.7,+  18.6,LLLLLLLLLL,LLLL
       339,2021/04/23 16:33:23,  0,+  52.8,+  18.5,+  18.6,+  18.5,LLLLLLLLLL,LLLL
       340,2021/04/23 16:33:23,500,+  54.3,+  18.5,+  18.6,+  18.5,LLLLLLLLLL,LLLL
       341,2021/04/23 16:33:24,  0,+  54.9,+  18.5,+  18.6,+  18.5,LLLLLLLLLL,LLLL
       342,2021/04/23 16:33:24,500,+  53.8,+  18.5,+  18.6,+  18.5,LLLLLLLLLL,LLLL
       343,2021/04/23 16:33:25,  0,+  53.1,+  18.5,+  18.6,+  18.5,LLLLLLLLLL,LLLL
       344,2021/04/23 16:33:25,500,+  52.7,+  18.5,+  18.7,+  18.6,LLLLLLLLLL,LLLL
       345,2021/04/23 16:33:26,  0,+  52.4,+  18.5,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       346,2021/04/23 16:33:26,500,+  52.1,+  18.6,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       347,2021/04/23 16:33:27,  0,+  51.8,+  18.6,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       348,2021/04/23 16:33:27,500,+  51.5,+  18.6,+  18.8,+  18.7,LLLLLLLLLL,LLLL
       349,2021/04/23 16:33:28,  0,+  51.2,+  18.6,+  18.8,+  18.7,LLLLLLLLLL,LLLL
       350,2021/04/23 16:33:28,500,+  51.0,+  18.6,+  18.8,+  18.7,LLLLLLLLLL,LLLL
       351,2021/04/23 16:33:29,  0,+  50.7,+  18.6,+  18.8,+  18.7,LLLLLLLLLL,LLLL
       352,2021/04/23 16:33:29,500,+  50.5,+  18.6,+  18.8,+  18.7,LLLLLLLLLL,LLLL
       353,2021/04/23 16:33:30,  0,+  50.2,+  18.6,+  18.9,+  18.7,LLLLLLLLLL,LLLL
       354,2021/04/23 16:33:30,500,+  49.9,+  18.6,+  18.8,+  18.7,LLLLLLLLLL,LLLL
       355,2021/04/23 16:33:31,  0,+  49.7,+  18.6,+  18.8,+  18.7,LLLLLLLLLL,LLLL
       356,2021/04/23 16:33:31,500,+  49.5,+  18.6,+  18.8,+  18.7,LLLLLLLLLL,LLLL
       357,2021/04/23 16:33:32,  0,+  49.2,+  18.6,+  18.8,+  18.7,LLLLLLLLLL,LLLL
       358,2021/04/23 16:33:32,500,+  49.0,+  18.6,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       359,2021/04/23 16:33:33,  0,+  48.7,+  18.6,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       360,2021/04/23 16:33:33,500,+  48.5,+  18.7,+  18.8,+  18.7,LLLLLLLLLL,LLLL
       361,2021/04/23 16:33:34,  0,+  48.5,+  18.7,+  18.7,+  19.5,LLLLLLLLLL,LLLL
       362,2021/04/23 16:33:34,500,+  50.9,+  18.5,+  19.2,+  18.8,LLLLLLLLLL,LLLL
       363,2021/04/23 16:33:35,  0,+  52.5,+  18.6,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       364,2021/04/23 16:33:35,500,+  54.2,+  18.6,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       365,2021/04/23 16:33:36,  0,+  54.5,+  18.6,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       366,2021/04/23 16:33:36,500,+  53.5,+  18.7,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       367,2021/04/23 16:33:37,  0,+  52.9,+  18.7,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       368,2021/04/23 16:33:37,500,+  52.4,+  18.7,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       369,2021/04/23 16:33:38,  0,+  52.1,+  18.7,+  18.8,+  18.7,LLLLLLLLLL,LLLL
       370,2021/04/23 16:33:38,500,+  51.8,+  18.8,+  18.8,+  18.7,LLLLLLLLLL,LLLL
       371,2021/04/23 16:33:39,  0,+  51.5,+  18.8,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       372,2021/04/23 16:33:39,500,+  51.2,+  18.8,+  18.8,+  18.7,LLLLLLLLLL,LLLL
       373,2021/04/23 16:33:40,  0,+  50.9,+  18.8,+  18.7,+  18.8,LLLLLLLLLL,LLLL
       374,2021/04/23 16:33:40,500,+  50.7,+  18.8,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       375,2021/04/23 16:33:41,  0,+  50.5,+  18.8,+  18.7,+  18.8,LLLLLLLLLL,LLLL
       376,2021/04/23 16:33:41,500,+  50.2,+  18.9,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       377,2021/04/23 16:33:42,  0,+  49.9,+  18.9,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       378,2021/04/23 16:33:42,500,+  49.8,+  18.9,+  18.8,+  18.8,LLLLLLLLLL,LLLL
       379,2021/04/23 16:33:43,  0,+  49.5,+  18.9,+  18.7,+  18.8,LLLLLLLLLL,LLLL
       380,2021/04/23 16:33:43,500,+  49.3,+  18.9,+  18.8,+  18.8,LLLLLLLLLL,LLLL
       381,2021/04/23 16:33:44,  0,+  49.1,+  18.9,+  18.8,+  18.8,LLLLLLLLLL,LLLL
       382,2021/04/23 16:33:44,500,+  48.8,+  18.9,+  18.8,+  18.8,LLLLLLLLLL,LLLL
       383,2021/04/23 16:33:45,  0,+  48.6,+  18.9,+  18.7,+  18.8,LLLLLLLLLL,LLLL
       384,2021/04/23 16:33:45,500,+  48.4,+  18.9,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       385,2021/04/23 16:33:46,  0,+  48.2,+  18.9,+  18.7,+  18.8,LLLLLLLLLL,LLLL
       386,2021/04/23 16:33:46,500,+  48.0,+  18.9,+  18.7,+  18.8,LLLLLLLLLL,LLLL
       387,2021/04/23 16:33:47,  0,+  47.8,+  18.9,+  18.7,+  18.8,LLLLLLLLLL,LLLL
       388,2021/04/23 16:33:47,500,+  90.1,+  19.0,+  18.7,+  18.8,LLLLLLLLLL,LLLL
       389,2021/04/23 16:33:48,  0,+  50.5,+  18.9,+  18.7,+  18.8,LLLLLLLLLL,LLLL
       390,2021/04/23 16:33:48,500,+  52.3,+  18.9,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       391,2021/04/23 16:33:49,  0,+  54.0,+  18.9,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       392,2021/04/23 16:33:49,500,+  53.5,+  18.8,+  18.6,+  18.7,LLLLLLLLLL,LLLL
       393,2021/04/23 16:33:50,  0,+  54.8,+  18.8,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       394,2021/04/23 16:33:50,500,+  54.0,+  18.9,+  18.7,+  18.7,LLLLLLLLLL,LLLL
       395,2021/04/23 16:33:51,  0,+  53.4,+  18.9,+  18.7,+  18.8,LLLLLLLLLL,LLLL
       396,2021/04/23 16:33:51,500,+  53.0,+  18.9,+  18.7,+  18.8,LLLLLLLLLL,LLLL
       397,2021/04/23 16:33:52,  0,+  52.7,+  18.9,+  18.8,+  18.9,LLLLLLLLLL,LLLL
       398,2021/04/23 16:33:52,500,+  52.4,+  18.9,+  18.8,+  18.9,LLLLLLLLLL,LLLL
       399,2021/04/23 16:33:53,  0,+  52.6,+  18.9,+  19.0,+  18.9,LLLLLLLLLL,LLLL
       400,2021/04/23 16:33:53,500,+  44.4,+  18.9,+  19.0,+  18.8,LLLLLLLLLL,LLLL
       401,2021/04/23 16:33:54,  0,+  56.0,+  18.8,+  18.7,+  18.8,LLLLLLLLLL,LLLL
       402,2021/04/23 16:33:54,500,+  54.9,+  18.8,+  18.7,+  18.8,LLLLLLLLLL,LLLL
       403,2021/04/23 16:33:55,  0,+  54.2,+  18.9,+  18.7,+  18.8,LLLLLLLLLL,LLLL
       404,2021/04/23 16:33:55,500,+  53.7,+  18.9,+  18.7,+  18.8,LLLLLLLLLL,LLLL
       405,2021/04/23 16:33:56,  0,+  53.3,+  18.8,+  18.7,+  18.8,LLLLLLLLLL,LLLL
       406,2021/04/23 16:33:56,500,+  52.9,+  18.9,+  18.8,+  18.9,LLLLLLLLLL,LLLL
       407,2021/04/23 16:33:57,  0,+  52.6,+  18.9,+  18.8,+  18.9,LLLLLLLLLL,LLLL
       408,2021/04/23 16:33:57,500,+  52.3,+  18.9,+  18.8,+  18.9,LLLLLLLLLL,LLLL
       409,2021/04/23 16:33:58,  0,+  52.0,+  18.9,+  18.8,+  18.9,LLLLLLLLLL,LLLL
       410,2021/04/23 16:33:58,500,+  51.6,+  18.9,+  18.8,+  18.9,LLLLLLLLLL,LLLL
       411,2021/04/23 16:33:59,  0,+  51.4,+  18.9,+  18.8,+  18.9,LLLLLLLLLL,LLLL
       412,2021/04/23 16:33:59,500,+  51.1,+  18.8,+  18.8,+  18.9,LLLLLLLLLL,LLLL
       413,2021/04/23 16:34:00,  0,+  50.8,+  18.9,+  18.8,+  18.9,LLLLLLLLLL,LLLL
       414,2021/04/23 16:34:00,500,+  50.5,+  18.8,+  18.8,+  18.9,LLLLLLLLLL,LLLL
       415,2021/04/23 16:34:01,  0,+  50.4,+  18.8,+  18.7,+  18.9,LLLLLLLLLL,LLLL
       416,2021/04/23 16:34:01,500,+  50.1,+  18.8,+  18.8,+  18.9,LLLLLLLLLL,LLLL
       417,2021/04/23 16:34:02,  0,+  49.9,+  18.8,+  18.8,+  18.9,LLLLLLLLLL,LLLL
       418,2021/04/23 16:34:02,500,+  49.6,+  18.8,+  18.7,+  18.9,LLLLLLLLLL,LLLL
       419,2021/04/23 16:34:03,  0,+  49.5,+  18.8,+  18.7,+  18.9,LLLLLLLLLL,LLLL
       420,2021/04/23 16:34:03,500,+  49.2,+  18.8,+  18.8,+  18.9,LLLLLLLLLL,LLLL
       421,2021/04/23 16:34:04,  0,+  49.0,+  18.8,+  18.7,+  18.9,LLLLLLLLLL,LLLL
       422,2021/04/23 16:34:04,500,+  48.8,+  18.8,+  18.8,+  18.9,LLLLLLLLLL,LLLL
       423,2021/04/23 16:34:05,  0,+  48.6,+  18.8,+  18.7,+  18.9,LLLLLLLLLL,LLLL
       424,2021/04/23 16:34:05,500,+  48.4,+  18.8,+  18.8,+  18.9,LLLLLLLLLL,LLLL
       425,2021/04/23 16:34:06,  0,+  48.2,+  18.8,+  18.7,+  18.9,LLLLLLLLLL,LLLL
       426,2021/04/23 16:34:06,500,+  48.1,+  18.7,+  18.7,+  18.9,LLLLLLLLLL,LLLL
       427,2021/04/23 16:34:07,  0,+  47.8,+  18.8,+  18.7,+  18.9,LLLLLLLLLL,LLLL
       428,2021/04/23 16:34:07,500,+  47.7,+  18.8,+  18.8,+  18.9,LLLLLLLLLL,LLLL
       429,2021/04/23 16:34:08,  0,+  46.2,+  18.8,+  18.8,+  18.9,LLLLLLLLLL,LLLL
       430,2021/04/23 16:34:08,500,+  50.8,+  18.7,+  18.7,+  18.9,LLLLLLLLLL,LLLL
       431,2021/04/23 16:34:09,  0,+  52.7,+  18.7,+  18.7,+  18.9,LLLLLLLLLL,LLLL
       432,2021/04/23 16:34:09,500,+  54.3,+  18.8,+  18.7,+  18.9,LLLLLLLLLL,LLLL
       433,2021/04/23 16:34:10,  0,+  55.4,+  18.7,+  18.7,+  18.8,LLLLLLLLLL,LLLL
       434,2021/04/23 16:34:10,500,+  55.3,+  18.7,+  18.6,+  18.8,LLLLLLLLLL,LLLL
       435,2021/04/23 16:34:11,  0,+  54.4,+  18.7,+  18.7,+  18.9,LLLLLLLLLL,LLLL
       436,2021/04/23 16:34:11,500,+  53.8,+  18.7,+  18.7,+  18.9,LLLLLLLLLL,LLLL
       437,2021/04/23 16:34:12,  0,+  53.4,+  18.7,+  18.7,+  18.9,LLLLLLLLLL,LLLL
       438,2021/04/23 16:34:12,500,+  53.1,+  18.8,+  18.7,+  18.9,LLLLLLLLLL,LLLL
       439,2021/04/23 16:34:13,  0,+  52.8,+  18.8,+  18.7,+  18.9,LLLLLLLLLL,LLLL
       440,2021/04/23 16:34:13,500,+  52.5,+  18.8,+  18.7,+  18.9,LLLLLLLLLL,LLLL
       441,2021/04/23 16:34:14,  0,+  52.4,+  18.7,+  18.7,+  18.9,LLLLLLLLLL,LLLL
       442,2021/04/23 16:34:14,500,+  52.0,+  18.7,+  18.7,+  18.9,LLLLLLLLLL,LLLL
       443,2021/04/23 16:34:15,  0,+  51.7,+  18.7,+  18.7,+  18.9,LLLLLLLLLL,LLLL
       444,2021/04/23 16:34:15,500,+  51.5,+  18.7,+  18.7,+  18.9,LLLLLLLLLL,LLLL
       445,2021/04/23 16:34:16,  0,+  51.3,+  18.7,+  18.8,+  19.0,LLLLLLLLLL,LLLL
       446,2021/04/23 16:34:16,500,+  51.0,+  18.7,+  18.8,+  19.0,LLLLLLLLLL,LLLL
       447,2021/04/23 16:34:17,  0,+  50.8,+  18.7,+  18.8,+  19.0,LLLLLLLLLL,LLLL
       448,2021/04/23 16:34:17,500,+  50.6,+  18.7,+  18.9,+  19.0,LLLLLLLLLL,LLLL
       449,2021/04/23 16:34:18,  0,+  50.4,+  18.7,+  18.8,+  19.0,LLLLLLLLLL,LLLL
       450,2021/04/23 16:34:18,500,+  50.2,+  18.7,+  18.8,+  19.0,LLLLLLLLLL,LLLL
       451,2021/04/23 16:34:19,  0,+  49.9,+  18.7,+  18.8,+  19.0,LLLLLLLLLL,LLLL
